valor_1,contratacao_1,valor_2,contratacao_2,match_palavras,qtd_palavras_em_comum
CLINICA DE MED PREV(ESPACO SAU,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de med,3
HOSP SAO JOSE,rede propria,ASSOC HOSP SAO JOSE,rede credenciada,hosp sao jose,3
HOSP SAO JOSE,rede propria,HOSP PED SAO JOSE,rede credenciada,hosp sao jose,3
MEDCIN LABORATORIO DE ANALISES,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises,3
CLINICA DE MEDICINA,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de medicina,3
CLINICA MEDICA CARDIOLOGIA DE,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica de,3
CLINICA MEDICA CARDIOLOGIA DE,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica de,3
INSTITUTO NEUROLOGIA E SONO SH,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto neurologia e,3
P COLETA CRUZ ALMAS,rede propria,POSTO DE COLETA CRUZ ALMAS,rede credenciada,coleta cruz almas,3
SANTA CASA SAUDE SJB,rede credenciada,CASA SAUDE SANTA MARTHA,rede propria,santa casa saude,3
CLINICA SOLO DE LUCENA,rede propria,CLINICA DE ESPEC MED LUCENA,rede credenciada,clinica de lucena,3
UNIDADE DE FISIO POTENGI,rede propria,UNIDADE DE FISIOTERAP POTENGI,rede credenciada,unidade de potengi,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,HEMOLAB LABORATORIO DE HEMATOLOGIA E ANALISES CLINICA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,MEDIMAGEM - CLINICA DE RADIOLOGIA E ULTRASONOGRAFIA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,ORTOMED - CLINICA DE ORTOPEDIA E MEDICINA ESPECIALIZADA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE HABILIT E REAB BIOPSICOSSOCIAL S/S,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ONCOLOGIA E MASTOLOGIA DE NATAL,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA E DIAGNOSTICO JERONIMO DE ALBUQUERQUE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLIFOR CLINICA DE FRATURAS ORTOPEDIA E REABILITAÇÃO DE RECIFE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,SOS FACE CLINICA DE CIRURGIA DE CABECA E PESCOCO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,MEDRADIUS - CLINICA DE MEDICINA NUCLEAR E RADIOLOGIA DE MACEIO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PNEUMOLOGIA E CLINICA GERAL DE MOSSORO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA DE CARUARU,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,NEUROLIFE CLINICA DE NEUROLOGIA E NEUROFISIOLOGIA SOCIEDADE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,VITALABOR CLINICA DE SEGURANCA E MEDICINA DO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLIMEDI - CLINICA DE MEDICINA NUCLEAR ENDOCRINOLOGIA E DIABETE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,LAB DE ANALISES CLINICA E HEMATOLOGIA DR VICE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIO CORPO E FORMA SS LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FISIODERME CLINICA DE FISIOTERAPIA E ESTETICA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ORTOPEDIA E TRAUMAT MEDRADO LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E HABILITACAO ERIKA S,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICO E FONO CONTINGENCIA LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FONOAUDIOLOGIA MEDICINA E REABILITACAO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINAR CLINICA INFANTIL E DE ALERGIA DO AP RESP,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE AUDICAO E EQUILIBRIO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE DIAGNOSTICO POR IMAGEM E RADIOLOGI,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE DOENCAS RENAIS E HIPERT ARTER LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E REABILITACAO DE SERRA TALHADA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE NEUROLOGIA E PSIQUIATRIA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA MEDICA DE PREV DIAG E TRAT DE DOENCAS,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,BCMS CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOT E ESTETICA STA HELENA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA BEM ESTAR MEDICINA E PSICOLOGIA LTDA,rede credenciada,clinica e psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FISIOCENTER CLINICA DE REABILITACAO E ESPECIA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA EXISTENCE SERVICOS EM PSICOLOGIA E PS,rede credenciada,clinica e psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE RESSONANCIA MAGNETICA E IMAGEM,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,A M K CLINICA DE FISIOTERAPIA E TERAPIA OCUPA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLIFOR CLINICA DE FRATURAS ORTOPEDIA E REABILITAÃ‡ÃƒO DE RECIFE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA PINA DE OTORRINOLARING E ODONTO LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ALERGIA E PENUMOLOG,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE OTORRINOLARINGOLOGIA E NEFROLOGIA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ODONTOLOGIA E RADIOLOGIA LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,AUDIOLOGICA CLINICA DE FONOAUDIOLOGIA E MEDIC,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E SAUDE DO TRABALHADO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,DOM SETE LAGOAS CLINICA DE ONCOLOGIA E HOSPIT,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,INSTITUTO DE CLINICA E CIRURGIA SANTA CATARIN,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,NEUROCOR CLINICA DE NEUROL E CARDIOL LTD,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PASTORE E LENZA CLINICA DE END,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ORTOPEDIA E TRAUMATOLOGIA BALNEARI,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE NEUROLOGIA E ESPECIALIDADES INTEGR,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ACUPUNTURA E ORTOPEDIA DR. FERNAND,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FYSIO PHORMA CLINICA DE FISIOTERAPIA E ACUPUN,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,INTEGRARE CLINICA DE REAB. FISIO. E TERAP. IN,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CEM CLINICA DE ESPECIALIDADES MEDICAS E FISIO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FISIOFORM CLINICA DE FISIOTERAPIA E REABILITA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CERNE CLINICA DE FISIOTERAPIA E TERAPIA OCUPA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,SANDRO LIMA CLINICA DE FISIOTERAPIA E PSICOLO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA LUFIEGO LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,A.M.K CLINICA DE FISIOTERAPIA E TERAPIA OCUPA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FISIOMED CLINICA DE FISIOTERAPIA E MEDICINA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,SYMBOLIZE CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLIORT CLINICA DE ORTOPEDIA E TRAUMATOLOGIA I,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,ORTOCLIN CLINICA DE ORTOPEDIA E TRAUMATOLOGIA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA SATIRO E MARANI LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PERSONA CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA API ATENDIMENTO PSICOLO,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,G.M.V. CLINICA DE ORTOPEDIA E REABILITAC,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E ESTETICA M. P. RIBE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,ODONTOTRIX CLINICA DE REABILITACAO ORAL E EST,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E SERVICOS MEDICOS LT,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLIHED CLINICA DE HOMEOPATIA E VIDEO END,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E ORTOPEDIA HOSKEN E,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINIFERT CLINICA DE GINECOLOGIA E OBSTETRICI,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FCMC CLINICA DE FISIOTERAPIA E HIDROTERAPIA S,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E ORTOPEDIA HOSKEN E,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,BIANCONI CLINICA DE SAUDE E BEM ESTAR LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PRO FISIO CLINICA DE FISIOTERAPIA E SERVICOS,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E REABILITACAO SAO JO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLIFI CLINICA MEDICA E FISIOTERAPICA DE JEQUI,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA HUMANIZAR DE FISIOTERAPIA E FONOTERAP,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E ESTETICA CORPORAL R,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ORTOPEDIA E FISIOT MOV ATIVO LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA OLIVEIRA PRADO LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FISIOCENTER CLINICA DE FISIOTERAPIA E MEDICIN,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLIFIR CLINICA DE FISIOTERAPIA E REEDUCACAO F,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E MEDICINA BOM PASTOR,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLISAM - CLINICA INTEGRADA DE SAUDE E ASSISTE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLIHED CLINICA DE HOMEOPATIA E VIDEO ENDOSC D,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE REABILITACAO E APOIO BEM ME QUER L,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FISIOCENTER CLINICA DE FISIOTERAPIA E ACUPUNT,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ESPECIALIDADES MEDICAS E FISIOTERA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CENTRO DE HEMATOLOGIA E PATOLOGIA CLINICA LTD,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ORTOPEDIA REUMATOLOGIA E FISIOTERA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,BEM VIVER CLINICA DE CIRURGIA E ENDOSCOPIA EI,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE TOCO-GINECOLOGIA E VIDEO-ENDOSCO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ORTOPEDIA E FISIOTERAPIA MOVIMENTO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,A. F. CLINICA DE FISIOTERAPIA E REABILITACAO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,A.M. REZENDE CAMPANHOLI CLINICA DE PSICOLOGIA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,AGAPAN CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,AGAPE CLINICA DE PSICOLOGIA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,AL CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,ANDREA BOARETTI CLINICA DE PSICOLOGIA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,AP CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,C S CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CALIGO CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CEMAP CLINICA DE ESPECIALIDADES MEDICAS E ATE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA ACOLHER PSICOLOGIA E SAUDE INTEGRADA,rede credenciada,clinica e psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA ANA PALMA DE FISIOTERAPIA E REEDUCACA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E REABILITACAO L J HA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E REABILITACAO LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E REABILITACAO SANTA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FISIOTERAPIA E REABILITACAO SAO LU,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE FRATURAS E ORTOPEDIA SANTA CLARA L,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ORTOPEDIA E ESPECIALIDADES FONTANA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ORTOPEDIA E FRATURAS ALPHA LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE ORTOPEDIA E FRATURAS ORTOLESTE LTD,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA COMPORTAMENTAL HCLL LTD,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA DNLL LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA ELAINE CRISTINA XAVIER,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA EX SISTENCIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA GABRIELA GRACIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA INDIVIDUAR LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA JESSICA MACEDO LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA MORADA DO SER LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA ODESSA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE PSICOLOGIA REVIVER LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE REAB. E FISIO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE REABILITACAO E FISIOTERAPIA FISIO VITAE LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA DE SAUDE E NUTRICAO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA E COMERCIO DE PRODUTOS DE FISIOTERAPI,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA E COMERCIO DE PRODUTOS FISIOTERAPIA C,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA H2A DE FISIOTERAPIA E ORTOPEDIA LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA HARMONIA SERVICOS DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA HUMANIZAR PSICOLOGIA E SAUDE LTDA,rede credenciada,clinica e psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA MEDICA E NUTRICIONAL DE VINHEDO LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA NUMEN CENTRO DE TERAPIA E DIAGNOSTICO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA ROSSI DE FISIOTERAPIA E SERVICOS LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA RUBEDO PSICOLOGIA PSIQUIATRIA E NUTRI,rede credenciada,clinica e psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLINICA UNIVERSUS PSICOLOGIA E ESPECIALIDADES,rede credenciada,clinica e psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CLISAM CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,COT CLINICA DE ORTOPEDIA E TRAUMATOLOGIA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,COTESP CLINICA DE ORTOPEDIA E TRAUMATOLOGIA S,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CPO CLINICA DE PSICOLOGIA OLIVEIRA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,CULTIVAR CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,DRA. MIRIAM ROSINI CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,ELGRA CLINICA DE FISIOTERAPIA E ACUPUNTURA S S LTDA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,EQUILIBRIO CORPORAL CLINICA DE FISIOTERAPIA E,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,ESPACO AURA CLINICA DE FONOAUDIOLOGIA E PSICO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FERNANDA NOGUEIRA TANOS CLINICA DE PSICOLOGIA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FISIO DOCTOR CLINICA DE FISIOTERAPIA E REABIL,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FISIOLESTE CLINICA DE FISIOTERAPIA E TREINAME,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FISIOMED CLINICA DE FISIOTERAPIA E SERVICOS D,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,FLUYR SAUDAVEL CLINICA DE REABILITACAO E ESTE,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,HIDROFISIO CLINICA DE FISIOTERAPIA E ESTETICA,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,IBET CLINICA DE ESPECIALIDADES E EDUCACAO CON,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,IIPB CLINICA INTEGRADA DE PSICOLOGIA BRAGANCA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,ITAMAR ALVES DE ARAUJO CLINICA DE PSICOLOGIA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,LOTUS CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,MELIA CLINICA DE FISIOTERAPIA E REABILITACAO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,MULTIPSICO CLINICA DE PSICOLOGIA LTDA.,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,NEUROSER CLINICA DE NEUROPSICOLOGIA E PSICOLO,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PEDIATHERAPIES CLINICA DE FISIOTERAPIA E REAB,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PEQUENOS PASSOS CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PERMITTA CLINICA DE PSICOLOGIA FONOAUDIOLOGIA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,POLONI E SALAZAR CLINICA DE FISIOTERAPIA S S,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PSICO NOVA CLINICA E ESTUDOS EM PSICOLOGIA LT,rede credenciada,clinica e psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PSICOCLIN CLINICA DE PSICOLOGIA GRS LTDA.,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PSICOLOGIA PINHEIROS SERVICOS DE CLINICA CONS,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,PSICOVIDA CLINICA DE PSICOLOGIA LTDA.,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,RAMOS CLINICA DE PSICOLOGIA LTDA,rede credenciada,clinica de psicologia,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,REABILITARE CLINICA DE FISIOTERAPIA E PILATES,rede credenciada,clinica de e,3
CLINICA DE PSIQ E PSICOLOGIA,rede propria,SALUTE CARE CLINICA DE PSICOLOGIA FONOAUDIOLO,rede credenciada,clinica de psicologia,3
